SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,RevenuePerMonth,EngagementScore,RiskScore,TenureChargeInteraction,CustomerStability,ServiceDensity
0,26,51.55,1295.4,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,47.97777777777778,1340.3,1.9092592592592592,1340.3,0.49476688867745006,1.9092592592592592
0,1,19.65,19.65,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,9.825,19.65,9.825,19.65,0.04842615012106538,9.825
1,70,44.05,3011.65,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,42.417605633802815,3083.5,0.6204225352112676,3083.5,1.553829078801332,0.6204225352112676
0,72,114.0,8093.15,0,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,110.86506849315067,8208.0,1.5616438356164384,8208.0,0.6260869565217392,1.5616438356164384
0,60,94.4,5610.25,1,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,91.97131147540983,5664.0,1.5475409836065575,5664.0,0.6289308176100629,1.5475409836065575
1,32,100.4,3217.65,0,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,97.50454545454545,3212.8,3.0424242424242425,3212.8,0.3155818540433925,3.0424242424242425
0,1,19.85,19.85,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,9.925,19.85,9.925,19.85,0.047961630695443645,9.925
0,14,54.25,773.2,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,51.54666666666667,759.5,3.6166666666666667,759.5,0.25339366515837103,3.6166666666666667
0,13,80.0,1029.35,0,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,73.52499999999999,1040.0,5.714285714285714,1040.0,0.16049382716049382,5.714285714285714
0,6,109.9,669.45,1,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,95.63571428571429,659.4000000000001,15.700000000000001,659.4000000000001,0.05410279531109107,15.700000000000001
0,46,79.2,3593.8,0,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,76.46382978723405,3643.2000000000003,1.6851063829787234,3643.2000000000003,0.57356608478803,1.6851063829787234
0,15,101.35,1553.95,1,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,97.121875,1520.25,6.334375,1520.25,0.14655593551538837,6.334375
1,43,94.3,3953.15,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,89.84431818181818,4054.9,2.143181818181818,4054.9,0.4512067156348374,2.143181818181818
0,39,49.8,1971.15,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,49.27875,1942.1999999999998,1.2449999999999999,1942.1999999999998,0.767716535433071,1.2449999999999999
1,21,60.05,1236.15,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,56.18863636363637,1261.05,2.7295454545454545,1261.05,0.343980343980344,2.7295454545454545
0,57,53.75,3196.0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,55.10344827586207,3063.75,0.9267241379310345,3063.75,1.0410958904109588,0.9267241379310345
0,53,93.45,4872.2,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,90.22592592592592,4952.85,1.7305555555555556,4952.85,0.5611434621492853,1.7305555555555556
0,18,87.9,1500.5,0,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,78.97368421052632,1582.2,4.626315789473685,1582.2,0.20247469066366702,4.626315789473685
0,1,60.15,60.15,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,30.075,60.15,30.075,60.15,0.016353229762878167,30.075
0,58,61.05,3478.75,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,58.96186440677966,3540.8999999999996,1.0347457627118644,3540.8999999999996,0.9347300564061242,1.0347457627118644
1,71,104.05,7413.55,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,102.96597222222222,7387.55,1.4451388888888888,7387.55,0.6758686339838172,1.4451388888888888
0,35,99.25,3532.0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,98.11111111111111,3473.75,2.7569444444444446,3473.75,0.3491271820448878,2.7569444444444446
0,3,85.7,256.75,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,64.1875,257.1,21.425,257.1,0.03460207612456747,21.425
0,38,104.85,3887.25,0,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,99.67307692307692,3984.2999999999997,2.6884615384615382,3984.2999999999997,0.35899858290033065,2.6884615384615382
0,35,69.15,2490.15,0,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,69.17083333333333,2420.25,1.9208333333333334,2420.25,0.4989308624376336,1.9208333333333334
0,7,90.45,593.45,1,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,74.18125,633.15,11.30625,633.15,0.07654455986878075,11.30625
0,47,74.45,3510.3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,73.13125000000001,3499.15,1.5510416666666667,3499.15,0.6229290921139827,1.5510416666666667
0,14,50.45,765.45,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,51.03,706.3000000000001,3.3633333333333337,706.3000000000001,0.27210884353741494,3.3633333333333337
1,20,60.0,1259.35,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,59.969047619047615,1200.0,2.857142857142857,1200.0,0.32786885245901637,2.857142857142857
0,66,85.25,5538.35,0,True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,82.66194029850747,5626.5,1.2723880597014925,5626.5,0.7652173913043478,1.2723880597014925
0,15,19.45,340.85,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,21.303125,291.75,1.215625,291.75,0.7334963325183375,1.215625
0,42,20.75,844.45,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,19.638372093023257,871.5,0.48255813953488375,871.5,1.9310344827586208,0.48255813953488375
0,17,78.9,1348.95,0,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,74.94166666666666,1341.3000000000002,4.383333333333334,1341.3000000000002,0.21276595744680848,4.383333333333334
0,37,104.5,3778.0,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,True,False,False,99.42105263157895,3866.5,2.75,3866.5,0.35071090047393366,2.75
0,12,49.4,611.65,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,47.05,592.8,3.8,592.8,0.2380952380952381,3.8
0,53,94.25,4867.95,1,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,90.14722222222223,4995.25,1.7453703703703705,4995.25,0.5564304461942258,1.7453703703703705
0,60,25.0,1505.05,0,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,24.67295081967213,1500.0,0.4098360655737705,1500.0,2.3076923076923075,0.4098360655737705
0,18,25.55,467.85,0,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,24.623684210526317,459.90000000000003,1.3447368421052632,459.90000000000003,0.6779661016949152,1.3447368421052632
0,1,74.9,74.9,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,37.45,74.9,37.45,74.9,0.013175230566534914,37.45
0,3,70.15,194.2,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,48.55,210.45000000000002,17.5375,210.45000000000002,0.04216444132115249,17.5375
0,9,69.4,571.45,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,57.145,624.6,6.94,624.6,0.1278409090909091,6.94
0,1,80.25,80.25,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,40.125,80.25,40.125,80.25,0.012307692307692308,40.125
0,56,93.15,5253.95,0,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,92.17456140350878,5216.400000000001,1.6342105263157896,5216.400000000001,0.5947955390334572,1.6342105263157896
0,17,69.0,1149.65,1,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,63.86944444444445,1173.0,3.8333333333333335,1173.0,0.24285714285714285,3.8333333333333335
0,11,66.35,740.8,1,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,61.73333333333333,729.8499999999999,5.529166666666666,729.8499999999999,0.16332590942835934,5.529166666666666
0,7,69.55,521.35,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,65.16875,486.84999999999997,8.69375,486.84999999999997,0.09922041105598867,8.69375
0,69,20.2,1412.65,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,20.180714285714288,1393.8,0.28857142857142853,1393.8,3.2547169811320757,0.28857142857142853
0,19,86.0,1532.45,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,76.6225,1634.0,4.3,1634.0,0.21839080459770116,4.3
0,3,80.3,250.05,1,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,62.5125,240.89999999999998,20.075,240.89999999999998,0.03690036900369004,20.075
0,54,20.4,1090.6,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,19.829090909090908,1101.6,0.3709090909090909,1101.6,2.5233644859813085,0.3709090909090909
0,62,23.75,1446.8,0,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,22.965079365079365,1472.5,0.376984126984127,1472.5,2.505050505050505,0.376984126984127
0,24,90.55,2282.55,1,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,91.302,2173.2,3.622,2173.2,0.2621518296013108,3.622
0,62,70.45,4300.45,0,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,68.2611111111111,4367.900000000001,1.1182539682539683,4367.900000000001,0.867739678096571,1.1182539682539683
0,17,65.75,1111.2,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,61.733333333333334,1117.75,3.6527777777777777,1117.75,0.2546816479400749,3.6527777777777777
0,9,24.6,190.1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,19.009999999999998,221.4,2.46,221.4,0.3515625,2.46
0,64,69.25,4447.75,0,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,68.42692307692307,4432.0,1.0653846153846154,4432.0,0.9110320284697508,1.0653846153846154
0,2,75.9,143.35,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,47.78333333333333,151.8,25.3,151.8,0.02600780234070221,25.3
0,1,45.85,45.85,1,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,22.925,45.85,22.925,45.85,0.021344717182497332,22.925
0,16,49.95,810.2,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,47.65882352941177,799.2,2.9382352941176473,799.2,0.31403336604514226,2.9382352941176473
0,72,24.65,1830.05,0,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,25.06917808219178,1774.8,0.3376712328767123,1774.8,2.8070175438596494,0.3376712328767123
0,30,90.4,2820.65,0,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,90.98870967741935,2712.0,2.916129032258065,2712.0,0.3282275711159737,2.916129032258065
0,49,100.85,4847.35,0,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,96.947,4941.65,2.017,4941.65,0.48109965635738833,2.017
0,61,75.35,4729.3,0,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,76.27903225806452,4596.349999999999,1.2153225806451613,4596.349999999999,0.7989521938441388,1.2153225806451613
0,47,87.2,4017.45,0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,83.69687499999999,4098.400000000001,1.8166666666666667,4098.400000000001,0.5328798185941043,1.8166666666666667
0,20,64.4,1398.6,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,66.6,1288.0,3.066666666666667,1288.0,0.3058103975535168,3.066666666666667
0,34,78.3,2564.3,1,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,73.2657142857143,2662.2,2.237142857142857,2662.2,0.4287515762925599,2.237142857142857
0,70,24.7,1685.9,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,23.745070422535214,1729.0,0.34788732394366195,1729.0,2.7237354085603114,0.34788732394366195
0,54,105.85,5826.65,0,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,105.93909090909091,5715.9,1.9245454545454543,5715.9,0.5053813757604119,1.9245454545454543
1,61,98.3,6066.55,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,97.84758064516129,5996.3,1.585483870967742,5996.3,0.6143001007049346,1.585483870967742
0,3,76.95,228.4,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,57.1,230.85000000000002,19.2375,230.85000000000002,0.03848620910840282,19.2375
0,13,19.45,270.2,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,19.3,252.85,1.3892857142857142,252.85,0.6356968215158925,1.3892857142857142
1,16,96.15,1529.2,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,89.95294117647059,1538.4,5.655882352941177,1538.4,0.1646937725167267,5.655882352941177
0,3,58.7,168.6,0,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,42.15,176.10000000000002,14.675,176.10000000000002,0.05025125628140703,14.675
0,25,20.15,536.35,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,20.628846153846155,503.74999999999994,0.7749999999999999,503.74999999999994,1.182033096926714,0.7749999999999999
0,30,64.5,1888.45,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,60.917741935483875,1935.0,2.0806451612903225,1935.0,0.4580152671755725,2.0806451612903225
0,21,28.5,629.35,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,28.606818181818184,598.5,1.2954545454545454,598.5,0.711864406779661,1.2954545454545454
0,1,45.3,45.3,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,22.65,45.3,22.65,45.3,0.021598272138228944,22.65
0,15,19.4,289.3,1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,18.08125,291.0,1.2125,291.0,0.7352941176470589,1.2125
1,23,90.45,2117.25,0,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,88.21875,2080.35,3.7687500000000003,2080.35,0.25150355385456535,3.7687500000000003
0,45,105.15,4730.9,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,102.84565217391304,4731.75,2.2858695652173915,4731.75,0.42392840320301456,2.2858695652173915
0,24,83.15,2033.05,0,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,81.322,1995.6000000000001,3.326,1995.6000000000001,0.285204991087344,3.326
0,11,90.15,987.95,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,82.32916666666667,991.6500000000001,7.5125,991.6500000000001,0.12068019747668678,7.5125
0,1,45.05,45.05,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,22.525,45.05,22.525,45.05,0.02171552660152009,22.525
0,56,103.2,5744.35,0,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,100.7780701754386,5779.2,1.8105263157894738,5779.2,0.5374280230326296,1.8105263157894738
0,1,75.8,75.8,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,37.9,75.8,37.9,75.8,0.013020833333333334,37.9
0,1,19.45,19.45,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,9.725,19.45,9.725,19.45,0.0488997555012225,9.725
0,7,79.3,523.15,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,65.39375,555.1,9.9125,555.1,0.08717310087173101,9.9125
1,55,88.8,4805.3,0,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,85.80892857142858,4884.0,1.5857142857142856,4884.0,0.6124721603563474,1.5857142857142856
0,2,30.9,59.05,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,19.683333333333334,61.8,10.299999999999999,61.8,0.06269592476489029,10.299999999999999
0,72,85.9,6110.75,0,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,83.70890410958904,6184.8,1.1767123287671233,6184.8,0.8285385500575373,1.1767123287671233
1,45,34.2,1596.6,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,34.70869565217391,1539.0000000000002,0.7434782608695653,1539.0000000000002,1.2784090909090908,0.7434782608695653
0,47,20.15,1046.2,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,21.795833333333334,947.05,0.4197916666666666,947.05,2.2222222222222223,0.4197916666666666
1,46,95.25,4424.2,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,94.13191489361702,4381.5,2.026595744680851,4381.5,0.4779220779220779,2.026595744680851
0,2,50.3,92.75,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,30.916666666666668,100.6,16.766666666666666,100.6,0.038986354775828465,16.766666666666666
0,2,80.15,194.55,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,64.85000000000001,160.3,26.71666666666667,160.3,0.024645717806531114,26.71666666666667
0,12,51.25,612.1,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,47.08461538461539,615.0,3.9423076923076925,615.0,0.22966507177033493,3.9423076923076925
1,68,89.6,6127.6,1,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,88.80579710144929,6092.799999999999,1.298550724637681,6092.799999999999,0.750551876379691,1.298550724637681
0,69,95.2,6671.7,0,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,95.31,6568.8,1.36,6568.8,0.7172557172557172,1.36
1,56,94.8,5264.3,0,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,92.3561403508772,5308.8,1.663157894736842,5308.8,0.5845511482254697,1.663157894736842
1,4,80.25,303.7,0,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,60.739999999999995,321.0,16.05,321.0,0.04923076923076923,16.05
0,64,76.1,4818.8,0,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,74.13538461538462,4870.4,1.1707692307692308,4870.4,0.8300907911802854,1.1707692307692308
0,59,110.15,6448.05,1,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,107.4675,6498.85,1.8358333333333334,6498.85,0.5308142150247414,1.8358333333333334
0,62,115.55,7159.05,0,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,113.63571428571429,7164.099999999999,1.834126984126984,7164.099999999999,0.531960531960532,1.834126984126984
0,63,24.65,1574.5,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,24.6015625,1552.9499999999998,0.38515625,1552.9499999999998,2.456140350877193,0.38515625
0,53,53.6,2879.2,0,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,53.318518518518516,2840.8,0.9925925925925926,2840.8,0.9706959706959707,0.9925925925925926
0,5,19.45,86.05,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,14.341666666666667,97.25,3.2416666666666667,97.25,0.24449877750611249,3.2416666666666667
1,49,88.2,4159.45,0,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,83.189,4321.8,1.764,4321.8,0.5493273542600897,1.764
0,62,101.15,6638.35,0,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,105.37063492063493,6271.3,1.6055555555555556,6271.3,0.6069505628976994,1.6055555555555556
0,55,56.8,3112.05,0,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,55.572321428571435,3124.0,1.0142857142857142,3124.0,0.9515570934256056,1.0142857142857142
1,71,99.4,7168.25,0,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,99.55902777777777,7057.400000000001,1.3805555555555555,7057.400000000001,0.7071713147410358,1.3805555555555555
0,72,20.1,1326.25,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,18.16780821917808,1447.2,0.2753424657534247,1447.2,3.4123222748815163,0.2753424657534247
0,36,60.7,2234.55,0,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,60.39324324324325,2185.2000000000003,1.6405405405405407,2185.2000000000003,0.5834683954619124,1.6405405405405407
0,25,20.95,495.15,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,19.04423076923077,523.75,0.8057692307692308,523.75,1.1389521640091116,0.8057692307692308
1,72,114.85,8317.95,0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,113.94452054794522,8269.199999999999,1.5732876712328767,8269.199999999999,0.6214933103150626,1.5732876712328767
0,36,19.25,679.8,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,18.37297297297297,693.0,0.5202702702702703,693.0,1.7777777777777777,0.5202702702702703
0,1,62.8,62.8,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,31.4,62.8,31.4,62.8,0.015673981191222573,31.4
0,72,105.5,7544.0,0,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,103.34246575342466,7596.0,1.4452054794520548,7596.0,0.676056338028169,1.4452054794520548
0,59,19.85,1188.25,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,19.804166666666667,1171.15,0.33083333333333337,1171.15,2.829736211031175,0.33083333333333337
1,7,89.5,676.7,1,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,84.5875,626.5,11.1875,626.5,0.07734806629834254,11.1875
0,1,74.1,74.1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,37.05,74.1,37.05,74.1,0.013315579227696406,37.05
0,30,107.5,3242.5,0,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,104.59677419354838,3225.0,3.467741935483871,3225.0,0.2764976958525346,3.467741935483871
0,64,19.55,1240.15,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,19.079230769230772,1251.2,0.3007692307692308,1251.2,3.114355231143552,0.3007692307692308
0,63,68.8,4111.35,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,64.23984375,4334.4,1.075,4334.4,0.9025787965616047,1.075
1,72,84.45,5899.85,0,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,80.81986301369864,6080.400000000001,1.156849315068493,6080.400000000001,0.8425980105324751,1.156849315068493
0,8,75.0,632.95,1,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,70.32777777777778,600.0,8.333333333333334,600.0,0.10526315789473684,8.333333333333334
0,62,84.5,5193.2,0,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,82.43174603174603,5239.0,1.3412698412698412,5239.0,0.7251461988304093,1.3412698412698412
