gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
1,0,0,0,-1.0823981956483424,1,1,-0.30888614399508046,-0.8641133505046256,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0,1,1,1.607062093178246,1,1,1.4499015029913127,2.3839980215743677,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0,0.3030813470805062,1,0,-0.27899173639757807,0.03395492222662012,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,1,0,0,0.9958211184449305,1,1,0.48995885902706776,0.9389011554992268,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1,0,1,1,1.2403175083382567,0,0,-0.8519678820163747,0.04096472865695295,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,-1.2046463905950056,1,1,0.34214762146163896,-0.9043483209558456,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
0,0,0,0,-0.9194006023861249,1,0,-0.6559934322105255,-0.8232191506085467,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-0.7971524074394618,1,1,0.4567428505853984,-0.5741842406556923,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1,0,1,0,1.5255632965471373,1,1,0.32553961724080427,1.3245943293713263,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0
1,0,1,1,-0.1044126360750375,1,0,0.5663556784429072,0.1179407535016408,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0,0,1,0.3030813470805062,1,1,-0.02987167308505807,0.06966318382314253,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
1,1,0,0,-0.43040782259947247,1,1,1.0529702021133636,-0.09619894450335052,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,0,0,0.3030813470805062,1,1,-0.46167978282675964,-0.0918260558524532,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0,-1.2861451872261143,1,0,-1.5179488512718458,-1.0031448404253622,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.5883271352893868,1,1,0.7291141198070873,0.8073629069350524,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1,0,1,0,-0.2266608310217006,1,1,-0.37199656003425247,-0.4008068966578081,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0,-1.2861451872261143,1,1,-0.6443678292559412,-0.9915863508255035,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0,1,0,-0.9194006023861249,1,1,1.1127590173083683,-0.5555500216810147,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,0,0,-0.5934054158616899,1,1,0.5198532666245703,-0.37353677195547924,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,1,1,0,0.5475777369738324,1,1,1.1957990384125419,1.0451909163253064,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,0,0,-1.2861451872261143,1,1,-1.4863936432522598,-1.0027273284436184,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,0,1,1,0.9958211184449305,1,0,0.00666593620077852,0.6091326128659887,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1,0,0,0,-1.2861451872261143,1,1,0.15945957503245742,-0.9809507824484468,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,1,0,-1.2046463905950056,1,1,0.30228841133163564,-0.9114240503306642,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
0,0,0,0,-1.0823981956483424,1,0,-0.29061733935216244,-0.8406228079528211,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0,1,0,1.2810669066538112,1,1,1.2971078641596332,1.8914217803758155,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,0,0,0,1.607062093178246,1,0,1.6076775430892423,2.576383147899016,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1,0,1,0,1.2403175083382567,1,0,1.1526182274383718,1.770497125873869,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,0,0,0,-0.8379018057550162,0,0,-1.0296735271793058,-0.8171762140306736,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0,0,0,-0.8379018057550162,1,1,1.160922229548789,-0.5137988235066193,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1
0,0,1,1,1.607062093178246,1,1,0.6178404915274947,1.6074037612157837,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,0,1,1,0.4660789403427237,1,1,-0.33545895074841614,0.10866759264395931,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1,0,0,0,-1.163896992279451,1,1,-1.4996800466289273,-0.9839392892651405,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
1,0,1,1,-0.14516203439059186,1,1,-1.473107239875592,-0.723829324638657,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1,1,1,1,1.607062093178246,0,1,-0.006620467175889416,1.0681760496360524,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1,0,0,0,-1.2453957889105598,1,1,0.27405480415621686,-0.9540322467833761,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
0,0,1,0,1.607062093178246,1,1,-1.3568512103297492,-0.23090149440284727,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0,0,1,1,1.2810669066538112,1,1,-1.3601728111739162,-0.32640186664806964,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1,0,1,0,0.4253295420271693,1,1,0.7008805126316681,0.549274579272803,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,0,1,0,1.5663126948626918,1,0,0.2823588062666342,1.343030779512546,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1,0,1,0,1.4848138982315828,1,1,0.9118021662362689,1.827696267372791,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1,1,1,0,0.34383074539606057,1,1,0.9815557839637743,0.6810325709852634,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
0,0,0,0,-1.2453957889105598,0,0,-0.4517149802942589,-0.9690846524409871,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
0,1,0,0,1.5663126948626918,1,1,1.1509574270162883,2.1444340413126524,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1,0,0,0,-1.0008993990172337,1,0,0.18935398262996006,-0.7684152094259455,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1,0,1,0,-0.7564030091239073,1,0,-0.5380766022425993,-0.7196322305063887,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1,0,0,0,-1.0823981956483424,1,0,0.4534212497412316,-0.7992231988156837,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
0,0,0,1,-0.5934054158616899,1,0,-0.24411492753382535,-0.5753488793416096,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-1.2046463905950056,1,1,-0.47662698662551095,-0.9451326492777813,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,1.2810669066538112,1,1,1.1642438303929559,1.7370082700750384,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1,0,0,0,1.3625657032849199,1,0,-1.3252960023101632,-0.2655110402579382,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
0,0,1,1,0.9550717201293761,1,1,1.4814567110108983,1.6046349975473764,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0,-1.2453957889105598,1,0,0.5181924662024865,-0.9431549609432046,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,-0.43040782259947247,1,0,-1.2870975926022434,-0.7453421788558848,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1,0,0,0,0.9958211184449305,1,1,0.7274533193850039,1.1591057643969198,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
0,0,1,0,1.4440644999160286,0,1,-0.3520669549692508,0.6248662222832874,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,0,0,0,-0.9194006023861249,1,1,-1.494697645362677,-0.9243449474498983,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
1,0,1,1,1.4848138982315828,1,1,1.3735046835754727,2.179812688186745,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,0,0,0,-1.2861451872261143,0,0,-1.1725023634784841,-0.9985741829410076,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,-1.2861451872261143,1,1,0.1760675792532921,-0.9807310393001606,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,-0.9194006023861249,1,1,-1.4548384352326738,-0.9137753020173275,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
1,1,1,0,1.3218163049693654,1,1,1.1874950363021244,1.9217902834689813,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,0,0,0,0.22158255044939748,1,0,0.16444197629870802,0.15632988150725613,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0,1,0,0.7105753302360499,1,0,1.142653424905871,1.2120638631339162,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,0,1,1,-1.0823981956483424,1,1,0.5148708653583197,-0.7906312417176897,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,0,1,-0.9601500007016792,1,1,0.26242920120163277,-0.7253455523618323,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1
1,0,0,0,-1.2861451872261143,1,1,-0.5098429950671803,-0.9898064313243844,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
0,1,0,0,-0.7564030091239073,1,1,0.3089316130199696,-0.5298400733315186,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0,1,1,1.607062093178246,1,1,1.2755174586725484,2.2285517184766443,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
0,0,1,0,1.607062093178246,1,0,0.5132100649362364,1.509969649265642,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
0,1,1,0,-0.5934054158616899,0,1,-0.5530238060413504,-0.6553353853178198,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
0,0,1,1,0.5475777369738324,1,0,-1.4863936432522598,-0.6203303017958136,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,-0.715653610808353,1,0,-1.5146272504276788,-0.8844835403507648,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,1,1,0,1.607062093178246,1,1,1.6558407553296624,2.6439981146267084,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,0,0,1,-1.2046463905950056,0,0,-1.1741631639005676,-0.972051184942852,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,0,1,-0.8786512040705705,0,0,-1.3219744014659962,-0.8705298504345853,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0.4660789403427237,1,1,0.6726469054562493,0.616296239500122,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
0,1,1,0,1.607062093178246,1,0,0.448438848474981,1.4504851790245428,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,-1.0008993990172337,1,1,0.014969938311195861,-0.7679537488145443,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0,0,1,1,1.607062093178246,1,0,-1.3219744014659962,-0.22611109377020616,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1,0,1,0,-1.0823981956483424,1,1,0.8636389539958481,-0.7782597024691714,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
1,0,0,0,-0.3489090259683637,1,1,0.4932804598712345,-0.13221484650747367,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
0,0,0,0,-0.3489090259683637,1,1,1.1210630194187858,0.04634843578996709,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,1,0,1.607062093178246,1,1,1.5146727194525675,2.4876508646210107,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,0,1,0,1.2810669066538112,1,1,0.28401960668871756,1.0820857909225745,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0.14008375381828872,0,1,-0.39524776594342087,-0.17605360459058886,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,1,0,1.607062093178246,1,0,1.6873959633492484,2.6502388200380382,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0,0,0,0,0.6290765336049412,1,1,1.245623051075046,1.1437237440168795,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0,0,0,0,0.9550717201293761,1,1,-0.15775330558548495,0.43109671412443523,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1,0,1,0,-1.163896992279451,1,1,1.1692262316592064,-0.8269547841294137,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,0,0,-0.5119066192305812,1,1,-0.4384285769175912,-0.5616588812033737,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0,1,0,0.14008375381828872,1,0,-1.494697645362677,-0.7185994377094432,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,-0.4711572209150268,1,1,-0.204255717403822,-0.4774533067800666,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1,0,0,0,-0.1859114327061462,1,0,1.1692262316592064,0.1699100080713488,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,0,1,0,0.34383074539606057,1,1,0.2657508020457995,0.30735934732442427,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
0,0,0,0,0.832823525182713,1,0,-1.4863936432522598,-0.5508475183076881,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1,0,0,0,1.2810669066538112,1,0,0.7158277164304193,1.463801613810692,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0,0,1,1,0.9143223218138218,1,1,1.2854822612050492,1.4744371821877484,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1,0,0,0,0.8735729234982674,0,0,-0.6576542326326088,0.06975108108245717,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0.14008375381828872,1,1,0.6560389012354145,0.32887220154165236,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
1,0,0,0,0.6290765336049412,1,1,0.19765798474037738,0.5833567415720067,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
1,0,0,0,-0.1859114327061462,1,1,0.9798949835416909,0.15714293115591535,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
1,1,0,0,-0.5526560175461356,1,1,0.7706341303591739,-0.2311871604956195,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
1,0,1,1,1.607062093178246,1,0,1.3369670742896367,2.3327539193940043,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,1,0,0,0.7105753302360499,1,1,1.327002271757136,1.2835243349566183,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1,0,1,0,0.7105753302360499,1,1,1.104455015197951,1.123705143207998,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,0,1,1,1.0365705167604848,1,1,0.3388260206174722,0.878515738350154,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
1,1,1,0,1.5255632965471373,1,1,1.2605702548737971,2.109385009160989,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,1,0,-1.2046463905950056,1,1,0.1760675792532921,-0.9198402129100293,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0,1,0,-0.5119066192305812,1,0,-1.519609651693929,-0.8467096931603513,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
1,0,0,0,-0.8379018057550162,1,1,0.07475875350620063,-0.6458424813118521,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1,1,0,-0.7971524074394618,1,1,1.004806989872943,-0.4694546561824456,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,0,0,-0.9194006023861249,1,0,1.1144198177304518,-0.5683830215409342,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,0,1,0,-0.5526560175461356,1,1,0.7905637354241755,-0.27665201787605326,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0,1,0,0.7920741268671586,0,0,0.04154274506453126,0.451906390267147,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,0,1,1,1.3625657032849199,1,0,0.028256341687863326,0.7889704054234901,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0.26233194876495186,1,1,1.3751654839975567,0.7641833782967963,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1,0,0,1,-0.2266608310217006,1,0,-1.5046624478951778,-0.7877965551047965,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1,0,1,1,1.607062093178246,0,1,0.008326736622861894,0.9567662734549025,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,1,1,0,1.4440644999160286,0,1,-0.7656062600680343,0.29177955811092626,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
0,1,0,0,0.09933435550273437,0,1,-0.83535987779554,-0.381139884886185,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1,0,1,0,1.2403175083382567,1,1,0.6527173003912479,1.3518424797588264,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,-1.2861451872261143,1,1,-1.3601728111739162,-1.0010572805166424,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
1,0,1,1,-1.0823981956483424,1,0,-1.4996800466289273,-0.95060425367011,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
1,1,1,0,1.2810669066538112,1,0,1.232336647698378,1.861932249875795,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,1.2810669066538112,1,0,-1.338582405686831,-0.2896608122546017,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,0,-0.7971524074394618,1,1,1.2373190489646286,-0.41436504890707226,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
1,1,1,0,-0.8379018057550162,1,1,1.207424641367126,-0.47609089926069165,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
0,0,1,1,-0.1044126360750375,1,1,-0.016585269708390134,-0.13918070430814908,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1,0,0,0,-1.2046463905950056,1,1,-1.501340847051011,-0.9860707978035175,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
